path,class,group_id,kind
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9823fb17-3426-48be-a3de-ed8a3d742674___RS_Late.B 6320__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/9823fb17-3426-48be-a3de-ed8a3d742674,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9823fb17-3426-48be-a3de-ed8a3d742674___RS_Late.B 6320__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/9823fb17-3426-48be-a3de-ed8a3d742674,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9823fb17-3426-48be-a3de-ed8a3d742674___RS_Late.B 6320__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/9823fb17-3426-48be-a3de-ed8a3d742674,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9823fb17-3426-48be-a3de-ed8a3d742674___RS_Late.B 6320__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/9823fb17-3426-48be-a3de-ed8a3d742674,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b___GHLB_PS Leaf 23.5 Day 13__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b___GHLB_PS Leaf 23.5 Day 13__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b___GHLB_PS Leaf 23.5 Day 13__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b___GHLB_PS Leaf 23.5 Day 13__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b___GHLB_PS Leaf 23.5 Day 13__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b___GHLB_PS Leaf 23.5 Day 13__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/c1775bad-7c02-41fb-bb7d-f8df91d60ac3___GHLB_PS Leaf 23.5 Day 13__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/c1775bad-7c02-41fb-bb7d-f8df91d60ac3___GHLB_PS Leaf 23.5 Day 13__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/c1775bad-7c02-41fb-bb7d-f8df91d60ac3___GHLB_PS Leaf 23.5 Day 13__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/c1775bad-7c02-41fb-bb7d-f8df91d60ac3___GHLB_PS Leaf 23.5 Day 13__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/c1775bad-7c02-41fb-bb7d-f8df91d60ac3___GHLB_PS Leaf 23.5 Day 13__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/c1775bad-7c02-41fb-bb7d-f8df91d60ac3___GHLB_PS Leaf 23.5 Day 13__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/98586693-fe1f-4ea0-8e27-4501b61cf09b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf___GHLB2 Leaf 9026__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf___GHLB2 Leaf 9026__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf___GHLB2 Leaf 9026__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf___GHLB2 Leaf 9026__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf___GHLB2 Leaf 9026__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf___GHLB2 Leaf 9026__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e___GHLB_PS Leaf 29.1 Day 12__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e___GHLB_PS Leaf 29.1 Day 12__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e___GHLB_PS Leaf 29.1 Day 12__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e___GHLB_PS Leaf 29.1 Day 12__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e___GHLB_PS Leaf 29.1 Day 12__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e___GHLB_PS Leaf 29.1 Day 12__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/98ae3801-450e-493f-aca0-014520cfaf6e,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8___RS_Late.B 5095__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8___RS_Late.B 5095__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8___RS_Late.B 5095__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8___RS_Late.B 5095__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8___RS_Late.B 5095__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8___RS_Late.B 5095__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/98d99dcc-6922-4b11-9b64-7e75440da1a8,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572___GHLB Leaf 8.1 Day 6__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572___GHLB Leaf 8.1 Day 6__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572___GHLB Leaf 8.1 Day 6__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572___GHLB Leaf 8.1 Day 6__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572___GHLB Leaf 8.1 Day 6__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572___GHLB Leaf 8.1 Day 6__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/98f98ff0-04fc-4c8d-ae01-baf0e9a25572,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8___GHLB2 Leaf 8829__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8___GHLB2 Leaf 8829__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8___GHLB2 Leaf 8829__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8___GHLB2 Leaf 8829__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8___GHLB2 Leaf 8829__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8___GHLB2 Leaf 8829__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/994043ad-6d4c-4ab8-b825-45e61317bce8,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c___GHLB2 Leaf 145.1__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c___GHLB2 Leaf 145.1__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c___GHLB2 Leaf 145.1__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c___GHLB2 Leaf 145.1__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c___GHLB2 Leaf 145.1__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c___GHLB2 Leaf 145.1__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/99c51d74-a688-4723-bab4-b9b0dba2ad3c,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677___RS_Late.B 6956__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677___RS_Late.B 6956__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677___RS_Late.B 6956__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677___RS_Late.B 6956__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677___RS_Late.B 6956__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677___RS_Late.B 6956__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/9a298d6c-723d-483c-bec6-c64f99065677,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4___GHLB Leaf 25.1 Day 12__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4___GHLB Leaf 25.1 Day 12__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4___GHLB Leaf 25.1 Day 12__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4___GHLB Leaf 25.1 Day 12__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4___GHLB Leaf 25.1 Day 12__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4___GHLB Leaf 25.1 Day 12__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/9a4627a2-053d-443b-9135-7c1a913b63c4,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de___RS_Late.B 5179__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de___RS_Late.B 5179__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de___RS_Late.B 5179__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de___RS_Late.B 5179__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de___RS_Late.B 5179__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de___RS_Late.B 5179__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524___RS_Late.B 6023__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524___RS_Late.B 6023__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524___RS_Late.B 6023__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524___RS_Late.B 6023__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524___RS_Late.B 6023__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524___RS_Late.B 6023__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/9adeaa24-183e-4403-b899-6fdce79ed524,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab___GHLB2 Leaf 9033__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab___GHLB2 Leaf 9033__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab___GHLB2 Leaf 9033__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab___GHLB2 Leaf 9033__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab___GHLB2 Leaf 9033__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab___GHLB2 Leaf 9033__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1___GHLB2 Leaf 9048__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1___GHLB2 Leaf 9048__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1___GHLB2 Leaf 9048__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1___GHLB2 Leaf 9048__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1___GHLB2 Leaf 9048__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1___GHLB2 Leaf 9048__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/9b0836db-9e56-4dc2-ba79-2d02907eaee1,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28___RS_Late.B 5057__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28___RS_Late.B 5057__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28___RS_Late.B 5057__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28___RS_Late.B 5057__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28___RS_Late.B 5057__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28___RS_Late.B 5057__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/9bb49d22-976d-40c3-bc9a-bff5cbbd8e28,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca___GHLB_PS Leaf 24.2 Day 13__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca___GHLB_PS Leaf 24.2 Day 13__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca___GHLB_PS Leaf 24.2 Day 13__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca___GHLB_PS Leaf 24.2 Day 13__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca___GHLB_PS Leaf 24.2 Day 13__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca___GHLB_PS Leaf 24.2 Day 13__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/9bd2db81-5615-49e0-8697-e38d34b5a2ca,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b___RS_Late.B 6902__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b,orig
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b___RS_Late.B 6902__aug001.jpg,Tomato_Late_blight,Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b___RS_Late.B 6902__aug002.jpg,Tomato_Late_blight,Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b___RS_Late.B 6902__aug003.jpg,Tomato_Late_blight,Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b___RS_Late.B 6902__aug004.jpg,Tomato_Late_blight,Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b___RS_Late.B 6902__aug005.jpg,Tomato_Late_blight,Tomato_Late_blight/9bf7479a-5809-48ad-90f7-f4dd4cb9a82b,aug
dataset/plantvillage_tomato/aug/Tomato_Late_blight/9c02c389-6bdc-45d6-96ca-bce46283d2ab___GHLB2 Leaf 8660__orig.jpg,Tomato_Late_blight,Tomato_Late_blight/9c02c389-6bdc-45d6-96ca-bce46283d2ab,orig
